track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_album_release_year,track_album_release_month
Beat Of My Heart,Lost Frequencies,67,Alive And Feeling Fine,Dance Room,pop,dance pop,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,183183,2019,10
Don't Start Now - Kungs Remix,Dua Lipa,65,Don't Start Now (Kungs Remix),Dance Room,pop,dance pop,0.664,0.699,11,-7.115,0,0.27,0.0352,0.0,0.0612,0.252,122.019,216256,2019,12
Drunken Truth,Steve Void,56,The Seed EP,Dance Room,pop,dance pop,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091,2019,12
Jacques,Jax Jones,42,Jacques,Dance Room,pop,dance pop,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21e-05,0.0782,0.48,120.024,203227,2019,8
Stay (Don't Go Away) [feat. Raye],David Guetta,74,Stay (Don't Go Away) [feat. Raye],Dance Room,pop,dance pop,0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.199,0.552,119.865,185943,2019,5
Solid Gold,PNAU,65,Solid Gold,Dance Room,pop,dance pop,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,208367,2019,5
One Life,Mike Perry,64,One Life,Dance Room,pop,dance pop,0.653,0.757,3,-3.642,1,0.0555,0.0997,0.0,0.242,0.233,128.015,204591,2019,9
All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,Dance Room,pop,dance pop,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026,169964,2019,10
Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),Dance Room,pop,dance pop,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,236765,2019,10
Giulia,Prince Paris,55,Giulia,Dance Room,pop,dance pop,0.682,0.923,0,-3.273,1,0.0364,0.00395,3e-05,0.242,0.37,130.052,153231,2019,11
What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),Dance Room,pop,dance pop,0.66,0.827,10,-5.081,1,0.0789,0.429,0.0,0.0923,0.611,115.349,167249,2019,10
Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),Dance Room,pop,dance pop,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,291785,2019,10
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),Dance Room,pop,dance pop,0.608,0.918,0,-1.137,0,0.0684,0.199,0.0,0.309,0.422,126.022,182000,2019,12
Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),Dance Room,pop,dance pop,0.561,0.562,9,-11.431,0,0.15,0.062,0.0,0.118,0.244,151.631,242385,2019,12
La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),Dance Room,pop,dance pop,0.591,0.88,4,-5.153,0,0.223,0.0804,0.0,0.326,0.482,127.013,177638,2019,11
Say It,Phantoms,57,Disconnect,Dance Room,pop,dance pop,0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,204693,2019,7
All This Time,Deorro,21,All This Time,Dance Room,pop,dance pop,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,225160,2019,7
Acordeão,Tiësto,63,Acordeão,Dance Room,pop,dance pop,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204,2019,8
My Friend,Yves V,54,My Friend,Dance Room,pop,dance pop,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000,2019,5
On & On,Alok,79,On & On,Dance Room,pop,dance pop,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,147027,2019,11
Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,Dance Room,pop,dance pop,0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514,2019,12
All Around The World (La La La),R3HAB,80,All Around The World (La La La),Dance Room,pop,dance pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840,2019,4
Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),Dance Room,pop,dance pop,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333,2019,2
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],Dance Room,pop,dance pop,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,200640,2019,3
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,Dance Room,pop,dance pop,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794,2019,11
Buzzing (with Nevve),Audien,59,Escapism,Dance Room,pop,dance pop,0.639,0.591,7,-3.905,0,0.0344,0.128,6.69e-06,0.159,0.305,128.002,225000,2019,11
Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),Dance Room,pop,dance pop,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671,2019,7
Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),Dance Room,pop,dance pop,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,176219,2019,9
Insane,Ofenbach,66,Insane,Dance Room,pop,dance pop,0.809,0.758,4,-5.658,0,0.101,0.409,0.000544,0.166,0.71,125.022,142230,2019,11
Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),Cardio,pop,dance pop,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151,2019,4
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),Cardio,pop,dance pop,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533,2019,2
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),Cardio,pop,dance pop,0.63,0.726,0,-3.753,1,0.0978,0.0717,0.0,0.108,0.499,122.055,196475,2019,5
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],Cardio,pop,dance pop,0.845,0.766,2,-5.727,0,0.0658,0.212,0.0,0.111,0.782,114.054,195924,2019,9
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),Cardio,pop,dance pop,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,183934,2019,7
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),Cardio,pop,dance pop,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000,2019,1
Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),Cardio,pop,dance pop,0.493,0.773,5,-3.791,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,193548,2019,5
Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),Cardio,pop,dance pop,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,127826,2019,5
Brave,Don Diablo,68,Brave,Cardio,pop,dance pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027,2019,4
Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),Cardio,pop,dance pop,0.447,0.684,9,-4.721,0,0.09,0.175,0.0,0.478,0.437,125.655,175312,2019,5
Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),Cardio,pop,dance pop,0.731,0.802,5,-4.763,1,0.0623,0.022,0.0,0.059,0.434,121.991,179016,2019,5
Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),Cardio,pop,dance pop,0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35e-05,0.126,0.117,121.445,190645,2019,4
Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),Cardio,pop,dance pop,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024,2019,2
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),Cardio,pop,dance pop,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656,2019,7
Roots,Valerie Broussard,69,Roots,Cardio,pop,dance pop,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,184564,2019,8
Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),Cardio,pop,dance pop,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990,2019,4
All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),Cardio,pop,dance pop,0.707,0.806,6,-4.777,1,0.175,0.00908,0.0,0.366,0.634,119.972,163000,2019,7
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),Cardio,pop,dance pop,0.59,0.888,5,-2.851,1,0.0765,0.0216,0.0,0.487,0.288,126.094,185714,2019,1
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),Cardio,pop,dance pop,0.632,0.574,4,-8.584,1,0.053,0.0942,0.0,0.215,0.557,125.989,201905,2019,5
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],Cardio,pop,dance pop,0.703,0.879,1,-4.514,0,0.177,0.0693,0.0,0.315,0.542,124.972,183360,2019,6
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,Cardio,pop,dance pop,0.79,0.746,9,-5.96,1,0.0502,0.241,0.0,0.316,0.538,124.971,212280,2019,9
Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),Cardio,pop,dance pop,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098,2019,5
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),Cardio,pop,dance pop,0.728,0.848,5,-6.248,1,0.185,0.0427,4.49e-06,0.118,0.612,124.993,193137,2019,4
I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),Cardio,pop,dance pop,0.502,0.78,0,-4.547,1,0.244,0.333,0.0,0.72,0.607,122.688,183341,2019,6
Leave,Borgeous,56,Leave,Cardio,pop,dance pop,0.762,0.665,11,-6.92,0,0.0471,0.169,0.0,0.103,0.961,115.946,193640,2019,1
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],Cardio,pop,dance pop,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,156168,2019,3
I'm Not Sorry,Hardwell,34,I'm Not Sorry,Cardio,pop,dance pop,0.65,0.819,4,-3.811,1,0.0551,0.117,0.0,0.0772,0.351,128.09,186094,2019,3
Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),Cardio,pop,dance pop,0.448,0.836,11,-6.495,1,0.0809,0.229,0.0,0.427,0.482,122.899,170103,2019,3
Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),Cardio,pop,dance pop,0.674,0.854,5,-5.253,1,0.115,0.054,0.0,0.379,0.503,111.969,180571,2019,6
Better When You're Gone,David Guetta,76,Better When You're Gone,Cardio,pop,dance pop,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,192402,2019,2
Wish You Well,Sigala,75,Wish You Well,Cardio,pop,dance pop,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.964,205653,2019,5
Only When It Rains,Frank Walker,52,Only When It Rains,Cardio,pop,dance pop,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,0.429,109.984,169000,2019,3
Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),Cardio,pop,dance pop,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,200893,2019,7
Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),Cardio,pop,dance pop,0.662,0.823,9,-4.7,1,0.0971,0.073,0.0,0.0833,0.435,118.958,191786,2019,11
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],Cardio,pop,dance pop,0.673,0.885,11,-3.574,0,0.0569,0.143,0.0,0.184,0.704,121.082,174545,2019,8
Discovery,Syn Cole,55,Discovery,Cardio,pop,dance pop,0.516,0.857,0,-3.432,0,0.0463,0.0368,0.0,0.264,0.448,127.949,198750,2019,5
With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),Cardio,pop,dance pop,0.686,0.613,2,-5.614,1,0.069,0.0386,0.0,0.251,0.452,104.988,206875,2019,2
Love You Forever,Nicky Romero,61,Love You Forever,Cardio,pop,dance pop,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,234609,2019,6
Thorns,Faustix,60,Thorns,Dance Pop Hits,pop,dance pop,0.708,0.825,4,-3.117,1,0.0615,0.031,0.0,0.191,0.662,109.991,186000,2019,3
Need You,Faustix,62,Need You,Dance Pop Hits,pop,dance pop,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,0.595,124.957,182161,2019,7
Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),Dance Pop Hits,pop,dance pop,0.815,0.647,9,-7.162,0,0.218,0.399,0.0,0.0738,0.182,125.95,176773,2019,6
Million Lights,Tungevaag & Raaban,61,Million Lights,Dance Pop Hits,pop,dance pop,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,186667,2019,3
Heaven,Avicii,80,TIM,Dance Pop Hits,pop,dance pop,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,2019,6
eoh,Olympis,60,eoh,Dance Pop Hits,pop,dance pop,0.707,0.585,5,-11.024,1,0.0701,0.145,0.00485,0.257,0.277,125.161,155520,2019,8
Nobody,Martin Jensen,66,Nobody,Dance Pop Hits,pop,dance pop,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,211040,2019,3
All Day And Night,Jax Jones,75,Snacks,Dance Pop Hits,pop,dance pop,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,169467,2019,7
Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,Bittersweet Symphony (feat. Emily Roberts),Dance Pop Hits,pop,dance pop,0.676,0.582,9,-7.58,1,0.128,0.221,0.00627,0.515,0.447,124.012,194618,2019,3
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,"fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",Dance Pop Hits,pop,dance pop,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58e-06,0.0321,0.759,105.027,178512,2019,8
No One - Jonas Blue Remix,Jess Glynne,51,No One (Jonas Blue Remix),Dance Pop Hits,pop,dance pop,0.605,0.854,11,-4.128,0,0.0488,0.0673,0.0,0.54,0.165,124.024,214641,2019,3
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54,Speechless (feat. Erika Sirola) [MOTi Remix],Dance Pop Hits,pop,dance pop,0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,0.342,127.977,181875,2019,3
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Dance Pop Hits,pop,dance pop,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,2019,4
Who's Got Your Love,Cheat Codes,70,Who's Got Your Love,Dance Pop Hits,pop,dance pop,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000,2019,3
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,Never Go Back (Remixes),Dance Pop Hits,pop,dance pop,0.655,0.713,9,-6.293,0,0.0501,0.338,0.0,0.0971,0.61,94.05,184653,2019,6
Think About You - Galantis Remix,Kygo,63,Think About You (Galantis Remix),Dance Pop Hits,pop,dance pop,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,181040,2019,4
Giant (with Rag'n'Bone Man),Calvin Harris,83,Giant (with Rag'n'Bone Man),Dance Pop Hits,pop,dance pop,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,2019,1
Sad (feat. Afrojack),Chico Rose,75,Sad (feat. Afrojack),Dance Pop Hits,pop,dance pop,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280,2019,8
Why Boy,Steff da Campo,55,Why Boy,Dance Pop Hits,pop,dance pop,0.497,0.924,11,-3.43,0,0.0434,0.149,0.251,0.267,0.283,120.018,150005,2019,6
Breathe (feat. Ina Wroldsen),Jax Jones,66,Snacks,Dance Pop Hits,pop,dance pop,0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,0.672,125.993,208107,2019,7
Rockstar,Ilkay Sencan,71,Rockstar,Dance Pop Hits,pop,dance pop,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,212280,2019,6
So Am I,Ava Max,83,So Am I,Pop Warmup 130 BPM,pop,dance pop,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,183027,2019,3
Penny,Dimitri Vangelis & Wyman,50,Penny,Pop Warmup 130 BPM,pop,dance pop,0.468,0.968,2,-4.083,1,0.0478,0.0224,0.922,0.194,0.284,129.998,199245,2019,3
bad guy,Billie Eilish,95,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Pop Warmup 130 BPM,pop,dance pop,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,2019,3
Halfway There (feat. Lena Leon),Tiësto,60,Halfway There (feat. Lena Leon),Pop Warmup 130 BPM,pop,dance pop,0.59,0.888,0,-4.151,1,0.0797,0.000753,0.00535,0.817,0.0715,128.025,195000,2019,3
Spirit Of Freedom,Dropgun,45,Spirit Of Freedom,Pop Warmup 130 BPM,pop,dance pop,0.438,0.914,9,-3.919,0,0.0601,0.0206,0.623,0.12,0.225,128.184,161250,2019,1
Turning Up,ARASHI,67,Turning Up,Dance Pop: Japan,pop,dance pop,0.769,0.817,1,-5.409,1,0.103,0.0225,1.03e-06,0.244,0.896,118.021,182633,2019,11
Winter Hitori feat. ASOBOiSM,Shinn Yamada,28,Winter Hitori feat. ASOBOiSM,Dance Pop: Japan,pop,dance pop,0.787,0.722,7,-5.43,1,0.0395,0.0489,0.0,0.0956,0.52,127.952,218357,2019,12
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,60,SHONEN CHRONICLE,Dance Pop: Japan,pop,dance pop,0.746,0.805,10,-4.499,1,0.0683,0.074,0.0,0.0548,0.843,144.983,222932,2019,11
Gimme GImme,iamSHUM,21,Gimme GImme,Dance Pop: Japan,pop,dance pop,0.705,0.858,7,-3.374,1,0.0627,0.112,0.0,0.298,0.536,106.019,230943,2019,12
LOVE + PARTY,CREAM,37,LOVE + PARTY,Dance Pop: Japan,pop,dance pop,0.789,0.77,5,-5.531,0,0.0553,0.0403,0.0,0.0988,0.791,102.0,193553,2019,12
taste,FlowBack,34,taste,Dance Pop: Japan,pop,dance pop,0.705,0.666,6,-5.001,1,0.0583,0.577,0.0,0.0835,0.697,127.967,223920,2019,12
A-RA-SHI:Reborn,ARASHI,60,A-RA-SHI : Reborn,Dance Pop: Japan,pop,dance pop,0.718,0.8,9,-5.715,1,0.0587,0.00588,1.63e-05,0.337,0.266,117.98,205928,2019,12
Light,SIRUP,53,Light,Dance Pop: Japan,pop,dance pop,0.775,0.673,9,-6.526,1,0.081,0.0564,0.0,0.111,0.5,112.059,228371,2019,11
Fly me 2,eill,41,SPOTLIGHT,Dance Pop: Japan,pop,dance pop,0.742,0.719,4,-6.341,0,0.0387,0.0867,0.0,0.126,0.318,125.007,217000,2019,11
Not Enough,Rei Yasuda,29,Asymmetry,Dance Pop: Japan,pop,dance pop,0.549,0.847,5,-4.966,1,0.0483,0.0587,0.0,0.102,0.149,124.01,292587,2019,11
COLORLESS,Daichi Miura,54,COLORLESS,Dance Pop: Japan,pop,dance pop,0.425,0.56,0,-6.395,0,0.308,0.0826,0.0,0.35,0.347,168.068,196367,2019,12
MarudeSaturday Night,BABY-T,21,MarudeSaturday Night,Dance Pop: Japan,pop,dance pop,0.697,0.77,0,-3.828,1,0.0327,0.00374,0.0,0.0424,0.748,102.002,214118,2019,12
FUTARI x PARTY,CREAM,40,FUTARI x PARTY,Dance Pop: Japan,pop,dance pop,0.866,0.746,8,-6.139,0,0.0706,0.446,0.0,0.133,0.594,100.019,184935,2019,11
Be on the Stage,KEITA,26,Be on the Stage,Dance Pop: Japan,pop,dance pop,0.684,0.854,4,-3.625,0,0.0847,0.0615,1.37e-06,0.152,0.594,101.034,232973,2019,12
space shuttle,空音,36,space shuttle,Dance Pop: Japan,pop,dance pop,0.711,0.934,11,-0.7,1,0.0588,0.0445,8.83e-06,0.0537,0.866,124.988,224333,2019,11
TO-KE-TE,HAN-KUN,34,TO-KE-TE,Dance Pop: Japan,pop,dance pop,0.392,0.891,11,-2.746,0,0.059,0.0236,0.0,0.281,0.45,89.952,214627,2019,12
You're the Reason - English ver.,INTERSECTION,36,You're the Reason (English ver.),Dance Pop: Japan,pop,dance pop,0.625,0.728,2,-5.486,1,0.03,0.0097,0.0,0.101,0.101,96.009,198368,2019,12
Made In JPN,DEAN FUJIOKA,36,Shelly,Dance Pop: Japan,pop,dance pop,0.621,0.614,6,-5.411,1,0.0539,0.0462,1.8e-06,0.0452,0.727,200.012,210134,2019,12
See You Later,Chocoholic,42,See You Later,Dance Pop: Japan,pop,dance pop,0.729,0.646,9,-6.046,0,0.0452,0.0682,0.000481,0.0484,0.543,82.49,200712,2019,11
All Over You,Boys Get Hurt,12,All Over You,Dance Pop: Japan,pop,dance pop,0.705,0.55,2,-7.974,1,0.0381,0.0887,0.00485,0.0895,0.351,94.969,212211,2019,12
Where Would You Go?,SkyLogic,16,Where Would You Go?,Dance Pop: Japan,pop,dance pop,0.62,0.775,7,-4.677,1,0.0271,0.0634,0.0501,0.0676,0.427,107.992,208333,2019,12
Call My Name - Remix,YUTO,27,Call My Name (Remix),Dance Pop: Japan,pop,dance pop,0.834,0.823,8,-4.603,1,0.0716,0.09,0.000101,0.0561,0.872,128.006,166523,2019,10
DAYZ,AAAMYYY,44,DAYZ,Dance Pop: Japan,pop,dance pop,0.738,0.55,5,-9.845,0,0.0473,0.00919,0.000648,0.0772,0.599,110.024,311976,2019,11
SUN DAY - Shinichi Osawa Remix,HIRAIDAI,41,SUN DAY (Shinichi Osawa Remix),Dance Pop: Japan,pop,dance pop,0.74,0.56,4,-5.566,0,0.0387,0.172,0.0,0.0717,0.207,111.083,264935,2019,11
SPOTLIGHT,eill,44,SPOTLIGHT,Dance Pop: Japan,pop,dance pop,0.638,0.735,8,-4.635,1,0.0873,0.0269,0.0,0.0603,0.628,99.964,221387,2019,11
let me know,blanchehor,39,let me know,Dance Pop: Japan,pop,dance pop,0.704,0.584,6,-7.384,0,0.026,0.324,0.0979,0.0965,0.752,102.987,220631,2019,11
Y.E.S,KEITA,21,Y.E.S,Dance Pop: Japan,pop,dance pop,0.599,0.795,7,-5.072,0,0.15,0.223,0.0,0.125,0.479,150.036,146500,2019,11
Rich&Famous - feat. Sean Paul,Kumi Koda,35,re(CORD),Dance Pop: Japan,pop,dance pop,0.539,0.739,0,-5.429,0,0.204,0.0263,0.0,0.297,0.386,173.082,249187,2019,11
EASY LOVE,Gear 2nd,27,EASY LOVE,Dance Pop: Japan,pop,dance pop,0.802,0.776,8,-6.903,0,0.112,0.16,0.0,0.0969,0.687,109.996,225273,2019,10
PARADE,Miliyah,37,PARADE,Dance Pop: Japan,pop,dance pop,0.679,0.637,8,-5.683,1,0.0427,0.0821,1.04e-06,0.158,0.228,105.026,244187,2019,10
Obsession,広瀬大地,30,Obsession,Dance Pop: Japan,pop,dance pop,0.827,0.851,11,-4.589,0,0.103,0.122,2.31e-05,0.0706,0.928,127.993,214132,2019,10
Shine,DJ PIGER,35,Shine,Dance Pop: Japan,pop,dance pop,0.779,0.721,8,-8.409,0,0.0487,0.00618,0.00696,0.239,0.84,121.948,207213,2019,10
Upside Down,RYPPHYPE,26,Upside Down,Dance Pop: Japan,pop,dance pop,0.701,0.927,5,-3.21,0,0.0644,0.31,0.0,0.0505,0.832,119.991,208530,2019,11
B.S.G.S.,sooogood!,30,B.S.G.S.,Dance Pop: Japan,pop,dance pop,0.625,0.905,6,-6.323,0,0.135,0.553,0.0298,0.247,0.597,140.026,141473,2019,11
Bitten By You,Monkey Majik,40,Bitten By You,Dance Pop: Japan,pop,dance pop,0.677,0.75,9,-5.824,1,0.033,0.14,0.000249,0.0363,0.967,114.958,242627,2019,10
For Me,WAPLAN,31,For Me,Dance Pop: Japan,pop,dance pop,0.706,0.734,0,-4.623,1,0.0324,0.0229,0.0,0.112,0.395,99.999,221100,2019,10
Sway,AATA,27,BLUE MOMENT,Dance Pop: Japan,pop,dance pop,0.792,0.673,5,-7.876,0,0.163,0.0652,8.47e-05,0.145,0.784,104.996,241164,2019,12
Nobody,Beverly,31,INFINITY,Dance Pop: Japan,pop,dance pop,0.561,0.929,11,-1.687,1,0.0288,0.182,0.000776,0.245,0.898,190.05,213147,2019,12
Adios,EVERGLOW,74,HUSH,K-Party Dance Mix,pop,dance pop,0.633,0.706,10,-5.137,0,0.0627,0.000587,0.0795,0.245,0.399,128.187,189147,2019,8
Dumb,BVNDIT,59,BE!,K-Party Dance Mix,pop,dance pop,0.652,0.837,1,-3.104,0,0.0723,0.0976,0.0,0.0844,0.562,108.042,190903,2019,11
THURSDAY,GOT7,63,Call My Name,K-Party Dance Mix,pop,dance pop,0.678,0.787,1,-4.741,0,0.0452,0.147,0.0,0.0799,0.471,158.014,206578,2019,11
Snapping,CHUNG HA,73,Flourishing,K-Party Dance Mix,pop,dance pop,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42e-06,0.278,0.581,104.914,213164,2019,6
WONDERLAND,ATEEZ,72,TREASURE EP.FIN: All To Action,K-Party Dance Mix,pop,dance pop,0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,0.519,129.979,199013,2019,10
Like always,X1,58,QUANTUM LEAP,K-Party Dance Mix,pop,dance pop,0.781,0.879,5,-3.725,1,0.0533,0.0309,0.0,0.0546,0.836,119.997,204893,2019,8
DRIP,HINAPIA,59,New Start,K-Party Dance Mix,pop,dance pop,0.658,0.87,2,-2.373,1,0.0626,0.177,0.0,0.36,0.422,89.994,200465,2019,11
Jopping,SuperM,75,SuperM - The 1st Mini Album,K-Party Dance Mix,pop,dance pop,0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,0.535,123.024,251293,2019,10
